ORF_A	ORF_B	Gene_A	Gene_B 
YDR309C	YMR238W	GIC2	DFG5 
YDR309C	YHR107C	GIC2	CDC12 
YDR309C	YKL082C	GIC2	RRP14 
YDR309C	YPL161C	GIC2	BEM4 
YDR309C	YLR229C	GIC2	CDC42 
YDR309C	YNL298W	GIC2	CLA4 
YDR309C	YDR309C	GIC2	GIC2 
YER095W	YPR011C	RAD51	YPR011C 
YER095W	YGL163C	RAD51	RAD54 
YER095W	YMR233W	RAD51	TRI1 
YER095W	YJL092W	RAD51	SRS2 
YER095W	YML032C	RAD51	RAD52 
YER095W	YER095W	RAD51	RAD51 
YCR054C	YDL097C	CTR86	RPN6 
YCR054C	YCR054C	CTR86	CTR86 
YCR054C	YMR032W	CTR86	HOF1 
YJL138C	YPL125W	TIF2	KAP120 
YFR024CA	YFR040W	LSB3	SAP155 
YFR024CA	YGR218W	LSB3	CRM1 
YFR024CA	YNL047C	LSB3	SLM2 
YFR024CA	YKL038W	LSB3	RGT1 
YFR024CA	YOR181W	LSB3	LAS17 
YFR024CA	YJL151C	LSB3	SNA3 
YFR024CA	YMR192W	LSB3	GYL1 
YFR024CA	YJL056C	LSB3	ZAP1 
YFR024CA	YGR227W	LSB3	DIE2 
YFR024CA	YMR232W	LSB3	FUS2 
YFR024CA	YHL028W	LSB3	WSC4 
YFR024CA	YMR253C	LSB3	YMR253C 
YFR024CA	YLL023C	LSB3	POM33 
YFR024CA	YPR091C	LSB3	YPR091C 
YFR024CA	YHL004W	LSB3	MRP4 
YFR024CA	YIL095W	LSB3	PRK1 
YFR024CA	YHR178W	LSB3	STB5 
YFR024CA	YGR241C	LSB3	YAP1802 
YFR024CA	YGL028C	LSB3	SCW11 
YFR024CA	YPL246C	LSB3	RBD2 
YFR024CA	YOR109W	LSB3	INP53 
YFR024CA	YNL094W	LSB3	APP1 
YFR024CA	YKR028W	LSB3	SAP190 
YFR024CA	YOR284W	LSB3	HUA2 
YFR024CA	YJR113C	LSB3	RSM7 
YFR024CA	YNL065W	LSB3	AQR1 
YFR024CA	YPR171W	LSB3	BSP1 
YFR024CA	YJL194W	LSB3	CDC6 
YFR024CA	YPR055W	LSB3	SEC8 
YFR024CA	YMR109W	LSB3	MYO5 
YFR024CA	YGL060W	LSB3	YBP2 
YFR024CA	YLR144C	LSB3	ACF2 
YFR024CA	YMR068W	LSB3	AVO2 
YFR024CA	YOR247W	LSB3	SRL1 
YFR024CA	YGL201C	LSB3	MCM6 
YFR024CA	YML058W	LSB3	SML1 
YFR024CA	YGL181W	LSB3	GTS1 
YFR024CA	YNR031C	LSB3	SSK2 
YFR024CA	YLR206W	LSB3	ENT2 
YFR024CA	YHR182W	LSB3	YHR182W 
YFR024CA	YFR024CA	LSB3	LSB3 
YFR024CA	YMR162C	LSB3	DNF3 
YFR024CA	YOL107W	LSB3	YOL107W 
YFR024CA	YPL249C	LSB3	GYP5 
YFR024CA	YPL006W	LSB3	NCR1 
YFR024CA	YGR240C	LSB3	PFK1 
YFR024CA	YGL238W	LSB3	CSE1 
YFR024CA	YHL027W	LSB3	RIM101 
YFR024CA	YGR268C	LSB3	HUA1 
YFR024CA	YKR030W	LSB3	GMH1 
YFR024CA	YNL152W	LSB3	INN1 
YFR024CA	YKL068W	LSB3	NUP100 
YFR024CA	YNL176C	LSB3	YNL176C 
YFR024CA	YJL004C	LSB3	SYS1 
YFR024CA	YIL061C	LSB3	SNP1 
YFR024CA	YGL104C	LSB3	VPS73 
YFR024CA	YPR081C	LSB3	GRS2 
YFR024CA	YIL156W	LSB3	UBP7 
YFR024CA	YGL144C	LSB3	ROG1 
YFR024CA	YMR221C	LSB3	YMR221C 
YFR024CA	YKL214C	LSB3	YRA2 
YFR024CA	YPR040W	LSB3	TIP41 
YFR024CA	YPR097W	LSB3	YPR097W 
YFR024CA	YJL133W	LSB3	MRS3 
YFR024CA	YPL212C	LSB3	PUS1 
YFR024CA	YJL201W	LSB3	ECM25 
YFR024CA	YJR083C	LSB3	ACF4 
YFR024CA	YOR086C	LSB3	TCB1 
YFR024CA	YGL195W	LSB3	GCN1 
YFR024CA	YOR042W	LSB3	CUE5 
YFR024CA	YMR004W	LSB3	MVP1 
YFR024CA	YLR078C	LSB3	BOS1 
YFR024CA	YPL038W	LSB3	MET31 
YFR024CA	YIR003W	LSB3	AIM21 
YFR024CA	YIR018W	LSB3	YAP5 
YMR154C	YOR362C	RIM13	PRE10 
YER092W	YLR423C	IES5	ATG17 
YBR101C	YPR154W	FES1	PIN3 
YIL042C	YIL042C	PKP1	PKP1 
YIL042C	YJL124C	PKP1	LSM1 
YLR390WA	YLR390WA	CCW14	CCW14 
YOL004W	YOL004W	SIN3	SIN3 
YHR112C	YIL030C	YHR112C	SSM4 
YHR112C	YHR112C	YHR112C	YHR112C 
YHR112C	YLR291C	YHR112C	GCD7 
YHR112C	YKL012W	YHR112C	PRP40 
YHR112C	YPL022W	YHR112C	RAD1 
YHR112C	YNL189W	YHR112C	SRP1 
YJR060W	YPL153C	CBF1	RAD53 
YJR060W	YJR060W	CBF1	CBF1 
YHL022C	YHL022C	SPO11	SPO11 
YHL022C	YHR157W	SPO11	REC104 
YHL022C	YLR329W	SPO11	REC102 
YGR017W	YLR403W	YGR017W	SFP1 
YGR017W	YLR072W	YGR017W	YLR072W 
YGR017W	YGR017W	YGR017W	YGR017W 
YGL175C	YLR442C	SAE2	SIR3 
YGL175C	YLR291C	SAE2	GCD7 
YGL175C	YGL175C	SAE2	SAE2 
YGL175C	YJR058C	SAE2	APS2 
YLR305C	YOR355W	STT4	GDS1 
YLR305C	YLR305C	STT4	STT4 
YLR305C	YOR047C	STT4	STD1 
YIL124W	YIR038C	AYR1	GTT1 
YGR234W	YGR234W	YHB1	YHB1 
YCR004C	YDR032C	YCP4	PST2 
YCR004C	YCR004C	YCP4	YCP4 
YKL028W	YKL028W	TFA1	TFA1 
YKL028W	YOL051W	TFA1	GAL11 
YKL028W	YKR062W	TFA1	TFA2 
YPR173C	YPR173C	VPS4	VPS4 
YAL011W	YAL011W	SWC3	SWC3 
YAL011W	YOR127W	SWC3	RGA1 
YAL011W	YHR158C	SWC3	KEL1 
YAL011W	YDL181W	SWC3	INH1 
YAL011W	YOR269W	SWC3	PAC1 
YAL011W	YIR018W	SWC3	YAP5 
YAL011W	YBL007C	SWC3	SLA1 
YJL108C	YPL076W	PRM10	GPI2 
YJL108C	YJL108C	PRM10	PRM10 
YLR238W	YMR052W	FAR10	FAR3 
YLR238W	YLR238W	FAR10	FAR10 
YLR238W	YPR110C	FAR10	RPC40 
YEL020C	YEL020C	YEL020C	YEL020C 
YNL304W	YOR326W	YPT11	MYO2 
YHR056C	YLR357W	RSC30	RSC2 
YPL152W	YPL240C	RRD2	HSP82 
YPL152W	YPL152W	RRD2	RRD2 
YKL033W	YPR085C	TTI1	ASA1 
YLR049C	YPL161C	YLR049C	BEM4 
YNL128W	YPL240C	TEP1	HSP82 
YGL163C	YHR016C	RAD54	YSC84 
YGL163C	YGL163C	RAD54	RAD54 
YMR139W	YMR139W	RIM11	RIM11 
YMR139W	YNL078W	RIM11	NIS1 
YMR139W	YOL059W	RIM11	GPD2 
YJL128C	YMR109W	PBS2	MYO5 
YJL128C	YMR032W	PBS2	HOF1 
YJL128C	YLR113W	PBS2	HOG1 
YJL128C	YLR191W	PBS2	PEX13 
YJL128C	YJL128C	PBS2	PBS2 
YJL128C	YLR310C	PBS2	CDC25 
YJL128C	YNR031C	PBS2	SSK2 
YDL217C	YDL217C	TIM22	TIM22 
YDL217C	YOR297C	TIM22	TIM18 
YJR002W	YNL075W	MPP10	IMP4 
YPL094C	YPR159CA	SEC62	YPR159CA 
YPL094C	YPL094C	SEC62	SEC62 
YPL094C	YPR037C	SEC62	ERV2 
YJL157C	YLR229C	FAR1	CDC42 
YJL157C	YNL271C	FAR1	BNI1 
YJL157C	YJL157C	FAR1	FAR1 
YJL157C	YPL256C	FAR1	CLN2 
YJL157C	YOR212W	FAR1	STE4 
YER120W	YHL020C	SCS2	OPI1 
YER120W	YER120W	SCS2	SCS2 
YER120W	YNL027W	SCS2	CRZ1 
YGL207W	YJL124C	SPT16	LSM1 
YGL207W	YML069W	SPT16	POB3 
YGL207W	YGL207W	SPT16	SPT16 
YGL207W	YNL102W	SPT16	POL1 
YHR143WA	YOR151C	RPC10	RPB2 
YHR143WA	YIL021W	RPC10	RPB3 
YHR143WA	YHR143WA	RPC10	RPC10 
YHR143WA	YPR010C	RPC10	RPA135 
YLR315W	YOR023C	NKP2	AHC1 
YLR315W	YOR275C	NKP2	RIM20 
YLR315W	YPR105C	NKP2	COG4 
YLR315W	YPL255W	NKP2	BBP1 
YLR315W	YNL097C	NKP2	PHO23 
YLR315W	YPR046W	NKP2	MCM16 
YLR315W	YLR315W	NKP2	NKP2 
YLR315W	YPR072W	NKP2	NOT5 
YLR315W	YPR083W	NKP2	MDM36 
YPL106C	YPL240C	SSE1	HSP82 
YFR042W	YKL138CA	KEG1	HSK3 
YFR042W	YFR042W	KEG1	KEG1 
YFR042W	YLR310C	KEG1	CDC25 
YFR042W	YPR159W	KEG1	KRE6 
YFR042W	YJL020C	KEG1	BBC1 
YLR256W	YPL240C	HAP1	HSP82 
YLR256W	YLR256W	HAP1	HAP1 
YMR241W	YOL132W	YHM2	GAS4 
YMR241W	YMR241W	YHM2	YHM2 
YOR147W	YOR147W	MDM32	MDM32 
YJL189W	YKR048C	RPL39	NAP1 
YJL189W	YOR229W	RPL39	WTM2 
YJL189W	YMR139W	RPL39	RIM11 
YBR260C	YDR239C	RGD1	YDR239C 
YBR260C	YNL094W	RGD1	APP1 
YBR260C	YMR032W	RGD1	HOF1 
YBR260C	YOR181W	RGD1	LAS17 
YBR260C	YER144C	RGD1	UBP5 
YLR396C	YOR106W	VPS33	VAM3 
YLR396C	YMR231W	VPS33	PEP5 
YLR396C	YLR396C	VPS33	VPS33 
YLR396C	YPL045W	VPS33	VPS16 
YLR440C	YNL258C	SEC39	DSL1 
YLR440C	YLR440C	SEC39	SEC39 
YDL248W	YPL240C	COS7	HSP82 
YDL248W	YFL004W	COS7	VTC2 
YDL248W	YDL248W	COS7	COS7 
YPL270W	YPL270W	MDL2	MDL2 
YBR054W	YML132W	YRO2	COS3 
YBR054W	YHR072W	YRO2	ERG7 
YBR054W	YJR010CA	YRO2	SPC1 
YBR054W	YCL038C	YRO2	ATG22 
YBR054W	YOR016C	YRO2	ERP4 
YBR054W	YNR017W	YRO2	TIM23 
YBR054W	YBR159W	YRO2	IFA38 
YBR054W	YGL022W	YRO2	STT3 
YBR054W	YKR039W	YRO2	GAP1 
YBR054W	YLR372W	YRO2	SUR4 
YBR054W	YOR254C	YRO2	SEC63 
YBR054W	YNL048W	YRO2	ALG11 
YBR054W	YBR054W	YRO2	YRO2 
YMR298W	YPL094C	LIP1	SEC62 
YML106W	YML106W	URA5	URA5 
YBL100WA	YNL229C	YBL100WA	URE2 
YBL100WA	YBL100WA	YBL100WA	YBL100WA 
YBL100WA	YJL162C	YBL100WA	JJJ2 
YBL100WA	YFL002WA	YBL100WA	YFL002WA 
YHR012W	YJL154C	VPS29	VPS35 
YOR066W	YPR120C	MSA1	CLB5 
YOR066W	YOR066W	MSA1	MSA1 
YDR497C	YLL028W	ITR1	TPO1 
YDR497C	YDR497C	ITR1	ITR1 
YDR497C	YOR254C	ITR1	SEC63 
YBR233WA	YGL061C	DAD3	DUO1 
YBR233WA	YDR357C	DAD3	CNL1 
YBR233WA	YGR113W	DAD3	DAM1 
YBR233WA	YDR016C	DAD3	DAD1 
YBR233WA	YHL020C	DAD3	OPI1 
YBR233WA	YKR037C	DAD3	SPC34 
YDR409W	YJL020C	SIZ1	BBC1 
YDR409W	YDR409W	SIZ1	SIZ1 
YDR409W	YDR510W	SIZ1	SMT3 
YKL143W	YNL207W	LTV1	RIO2 
YKL143W	YNL178W	LTV1	RPS3 
YKL143W	YMR257C	LTV1	PET111 
YKL143W	YKL143W	LTV1	LTV1 
YDL081C	YDR382W	RPP1A	RPP2B 
YDL081C	YLR340W	RPP1A	RPP0 
YDR307W	YJR117W	YDR307W	STE24 
YDR307W	YDR307W	YDR307W	YDR307W 
YDR307W	YER026C	YDR307W	CHO1 
YDR307W	YHR140W	YDR307W	YHR140W 
YDR307W	YKL154W	YDR307W	SRP102 
YDR307W	YOR016C	YDR307W	ERP4 
YDR307W	YML048W	YDR307W	GSF2 
YDR307W	YJL196C	YDR307W	ELO1 
YDR307W	YJL091C	YDR307W	GWT1 
YDR307W	YKL065C	YDR307W	YET1 
YDR307W	YLR372W	YDR307W	SUR4 
YDR307W	YFL062W	YDR307W	COS4 
YDR390C	YKR002W	UBA2	PAP1 
YNL041C	YNR011C	COG6	PRP2 
YNL041C	YOR304CA	COG6	YOR304CA 
YDL201W	YDR165W	TRM8	TRM82 
YGR144W	YIL051C	THI4	MMF1 
YGR144W	YGR144W	THI4	THI4 
YGR144W	YLR291C	THI4	GCD7 
YGR144W	YNL189W	THI4	SRP1 
YJR007W	YOR260W	SUI2	GCD1 
YJR007W	YJR007W	SUI2	SUI2 
YNL238W	YPL076W	KEX2	GPI2 
YNL238W	YNL238W	KEX2	KEX2 
YBR053C	YLR310C	YBR053C	CDC25 
YHR211W	YPL094C	FLO5	SEC62 
YHR211W	YIR038C	FLO5	GTT1 
YOR269W	YOR269W	PAC1	PAC1 
YLL060C	YLL060C	GTT2	GTT2 
YKL145W	YML099C	RPT1	ARG81 
YKL145W	YKL145W	RPT1	RPT1 
YGR146C	YOR259C	ECL1	RPT4 
YGR146C	YGR146C	ECL1	ECL1 
YGR146C	YML051W	ECL1	GAL80 
YIL150C	YLR442C	MCM10	SIR3 
YIL150C	YKL089W	MCM10	MIF2 
YIL150C	YLR288C	MCM10	MEC3 
YIL150C	YPL161C	MCM10	BEM4 
YIL150C	YPL018W	MCM10	CTF19 
YIL150C	YIL150C	MCM10	MCM10 
YIL150C	YLR045C	MCM10	STU2 
YIL150C	YJR112W	MCM10	NNF1 
YDL126C	YNL155W	CDC48	YNL155W 
YDL126C	YMR067C	CDC48	UBX4 
YDL126C	YDL126C	CDC48	CDC48 
YDL126C	YFL044C	CDC48	OTU1 
YDL126C	YJL048C	CDC48	UBX6 
YDL126C	YEL037C	CDC48	RAD23 
YDL126C	YDL190C	CDC48	UFD2 
YDL126C	YML013W	CDC48	UBX2 
YDL126C	YGL108C	CDC48	YGL108C 
YDL126C	YKL213C	CDC48	DOA1 
YDL006W	YDL006W	PTC1	PTC1 
YDL006W	YKL101W	PTC1	HSL1 
YDL006W	YDR162C	PTC1	NBP2 
YDL006W	YPL161C	PTC1	BEM4 
YDL006W	YHL007C	PTC1	STE20 
YDL006W	YDR507C	PTC1	GIN4 
YDL006W	YKR048C	PTC1	NAP1 
YDL006W	YJL095W	PTC1	BCK1 
YDL006W	YNL298W	PTC1	CLA4 
YDL006W	YJL128C	PTC1	PBS2 
YDL006W	YPL180W	PTC1	TCO89 
YMR025W	YMR025W	CSI1	CSI1 
YMR025W	YNR052C	CSI1	POP2 
YGR287C	YIL030C	IMA1	SSM4 
YGR287C	YJR017C	IMA1	ESS1 
YGR287C	YPR152C	IMA1	URN1 
YGR287C	YKL012W	IMA1	PRP40 
YDL233W	YKL138CA	YDL233W	HSK3 
YDL233W	YER018C	YDL233W	SPC25 
YDL233W	YJR112W	YDL233W	NNF1 
YDL233W	YGL216W	YDL233W	KIP3 
YDL233W	YOL069W	YDL233W	NUF2 
YOR362C	YOR362C	PRE10	PRE10 
YMR276W	YMR276W	DSK2	DSK2 
YGR061C	YLR386W	ADE6	VAC14 
YGR061C	YGR061C	ADE6	ADE6 
YPL246C	YPL246C	RBD2	RBD2 
YOR111W	YOR111W	YOR111W	YOR111W 
YMR096W	YMR322C	SNZ1	SNO4 
YMR096W	YMR096W	SNZ1	SNZ1 
YMR096W	YNL334C	SNZ1	SNO2 
YMR096W	YOR098C	SNZ1	NUP1 
YMR096W	YNL333W	SNZ1	SNZ2 
YKL019W	YOR380W	RAM2	RDR1 
YKL019W	YOL135C	RAM2	MED7 
YKL019W	YKL159C	RAM2	RCN1 
YGR027C	YGR086C	RPS25A	PIL1 
YGR027C	YPL004C	RPS25A	LSP1 
YGL250W	YLR442C	RMR1	SIR3 
YGL250W	YMR111C	RMR1	YMR111C 
YGL250W	YLR082C	RMR1	SRL2 
YGL250W	YOR028C	RMR1	CIN5 
YGL250W	YJL020C	RMR1	BBC1 
YJL048C	YLR423C	UBX6	ATG17 
YJL048C	YPR120C	UBX6	CLB5 
YJL048C	YKL130C	UBX6	SHE2 
YJL048C	YJL048C	UBX6	UBX6 
YJL048C	YLR368W	UBX6	MDM30 
Q0105	YEL024W	COB	RIP1 
Q0105	YBL045C	COB	COR1 
Q0105	YJL166W	COB	QCR8 
Q0105	YDR529C	COB	QCR7 
Q0105	YOR065W	COB	CYT1 
YEL031W	YMR215W	SPF1	GAS3 
YEL031W	YLR207W	SPF1	HRD3 
YDL147W	YDL147W	RPN5	RPN5 
YDL147W	YPL026C	RPN5	SKS1 
YDL147W	YDR179C	RPN5	CSN9 
YDL147W	YDR201W	RPN5	SPC19 
YDL147W	YFR004W	RPN5	RPN11 
YJL129C	YJL129C	TRK1	TRK1 
YJR135C	YLR241W	MCM22	YLR241W 
YJR135C	YLR381W	MCM22	CTF3 
YJR135C	YJR135C	MCM22	MCM22 
YJR135C	YPL255W	MCM22	BBP1 
YJR135C	YPR046W	MCM22	MCM16 
YBR102C	YLR423C	EXO84	ATG17 
YBR102C	YGL233W	EXO84	SEC15 
YBR102C	YNR046W	EXO84	TRM112 
YBR102C	YBR160W	EXO84	CDC28 
YBR102C	YDR166C	EXO84	SEC5 
YBR102C	YBR102C	EXO84	EXO84 
YBR102C	YHR165C	EXO84	PRP8 
YBR102C	YLR166C	EXO84	SEC10 
YLR438CA	YMR142C	LSM3	RPL13B 
YLR438CA	YLR438CA	LSM3	LSM3 
YLR438CA	YOR159C	LSM3	SME1 
YLR438CA	YNL147W	LSM3	LSM7 
YLR438CA	YOR096W	LSM3	RPS7A 
YLR438CA	YPL084W	LSM3	BRO1 
YMR032W	YNL199C	HOF1	GCR2 
YMR032W	YNL094W	HOF1	APP1 
YMR032W	YMR032W	HOF1	HOF1 
YMR032W	YOL036W	HOF1	YOL036W 
YMR032W	YOR181W	HOF1	LAS17 
YMR032W	YPL115C	HOF1	BEM3 
YMR032W	YNL078W	HOF1	NIS1 
YMR032W	YOR191W	HOF1	ULS1 
YMR032W	YOR264W	HOF1	DSE3 
YMR032W	YPL084W	HOF1	BRO1 
YMR032W	YMR162C	HOF1	DNF3 
YMR032W	YMR109W	HOF1	MYO5 
YMR032W	YPL158C	HOF1	AIM44 
YMR032W	YPL140C	HOF1	MKK2 
YMR032W	YOL070C	HOF1	NBA1 
YMR032W	YNL152W	HOF1	INN1 
YMR032W	YOR098C	HOF1	NUP1 
YPL112C	YPL112C	PEX25	PEX25 
YPL112C	YPR154W	PEX25	PIN3 
YAL049C	YPL240C	AIM2	HSP82 
YAL049C	YNL094W	AIM2	APP1 
YMR078C	YOL094C	CTF18	RFC4 
YMR078C	YNL290W	CTF18	RFC3 
YMR078C	YMR078C	CTF18	CTF18 
YJL085W	YJL085W	EXO70	EXO70 
YKL209C	YLR292C	STE6	SEC72 
YKL209C	YKL209C	STE6	STE6 
YBR193C	YOL051W	MED8	GAL11 
YBR193C	YKL138CA	MED8	HSK3 
YBR193C	YOR174W	MED8	MED4 
YBR193C	YHR041C	MED8	SRB2 
YBR193C	YGL025C	MED8	PGD1 
YBR193C	YOL135C	MED8	MED7 
YBR193C	YBR193C	MED8	MED8 
YBR193C	YER022W	MED8	SRB4 
YBR193C	YGR104C	MED8	SRB5 
YCR023C	YMR075W	YCR023C	RCO1 
YHL009C	YPL018W	YAP3	CTF19 
YHL009C	YML102W	YAP3	CAC2 
YHL009C	YLR291C	YAP3	GCD7 
YHL009C	YNL189W	YAP3	SRP1 
YHL009C	YMR314W	YAP3	PRE5 
YDL086W	YIL030C	YDL086W	SSM4 
YDL086W	YJR017C	YDL086W	ESS1 
YDL086W	YER125W	YDL086W	RSP5 
YDL086W	YJL168C	YDL086W	SET2 
YDL086W	YKL012W	YDL086W	PRP40 
YOR201C	YOR201C	MRM1	MRM1 
YIL038C	YIL038C	NOT3	NOT3 
YDR001C	YDR001C	NTH1	NTH1 
YDR001C	YLR270W	NTH1	DCS1 
YJL004C	YJR022W	SYS1	LSM8 
YJL004C	YPL264C	SYS1	YPL264C 
YJL004C	YJL004C	SYS1	SYS1 
YJL004C	YLR083C	SYS1	EMP70 
YJL004C	YNL121C	SYS1	TOM70 
YJL004C	YLR241W	SYS1	YLR241W 
YJL004C	YKR088C	SYS1	TVP38 
YJL004C	YNL044W	SYS1	YIP3 
YJL004C	YML038C	SYS1	YMD8 
YOR315W	YOR315W	SFG1	SFG1 
YJL070C	YML035C	YJL070C	AMD1 
YNL079C	YPL240C	TPM1	HSP82 
YNL079C	YNL079C	TPM1	TPM1 
YHR061C	YMR273C	GIC1	ZDS1 
YHR061C	YMR238W	GIC1	DFG5 
YHR061C	YHR061C	GIC1	GIC1 
YHR061C	YMR032W	GIC1	HOF1 
YHR061C	YKL082C	GIC1	RRP14 
YHR061C	YHR107C	GIC1	CDC12 
YHR061C	YPL161C	GIC1	BEM4 
YHR061C	YLR229C	GIC1	CDC42 
YHR061C	YML109W	GIC1	ZDS2 
YHR061C	YNL298W	GIC1	CLA4 
YHR061C	YMR055C	GIC1	BUB2 
YPL111W	YPL111W	CAR1	CAR1 
YBR182C	YBR182C	SMP1	SMP1 
YBR182C	YLR423C	SMP1	ATG17 
YBR182C	YLR113W	SMP1	HOG1 
YBR182C	YER125W	SMP1	RSP5 
YBR182C	YKL129C	SMP1	MYO3 
YER043C	YFL028C	SAH1	CAF16 
YMR054W	YMR243C	STV1	ZRC1 
YMR054W	YMR054W	STV1	STV1 
YER026C	YPL076W	CHO1	GPI2 
YER026C	YMR058W	CHO1	FET3 
YER026C	YPR174C	CHO1	YPR174C 
YER026C	YMR215W	CHO1	GAS3 
YER026C	YER026C	CHO1	CHO1 
YER026C	YJR010CA	CHO1	SPC1 
YER026C	YLR292C	CHO1	SEC72 
YER026C	YHR140W	CHO1	YHR140W 
YER026C	YIL171W	CHO1	YIL171W 
YER026C	YHL042W	CHO1	YHL042W 
YER026C	YGR060W	CHO1	ERG25 
YER026C	YNL101W	CHO1	AVT4 
YER026C	YPL274W	CHO1	SAM3 
YER026C	YLR214W	CHO1	FRE1 
YDR264C	YDR264C	AKR1	AKR1 
YDR264C	YNL154C	AKR1	YCK2 
YDR264C	YOR212W	AKR1	STE4 
YOL036W	YOL036W	YOL036W	YOL036W 
YMR231W	YMR231W	PEP5	PEP5 
YMR231W	YPL045W	PEP5	VPS16 
YDL139C	YMR109W	SCM3	MYO5 
YDL139C	YJL030W	SCM3	MAD2 
YDL139C	YJL013C	SCM3	MAD3 
YDL139C	YKL049C	SCM3	CSE4 
YDL139C	YOL091W	SCM3	SPO21 
YDL139C	YDR388W	SCM3	RVS167 
YDL139C	YPR154W	SCM3	PIN3 
YOL028C	YPR046W	YAP7	MCM16 
YNR033W	YPR152C	ABZ1	URN1 
YNR033W	YPR154W	ABZ1	PIN3 
YBL093C	YMR109W	ROX3	MYO5 
YBL093C	YOL051W	ROX3	GAL11 
YBL093C	YKL129C	ROX3	MYO3 
YBL093C	YBL093C	ROX3	ROX3 
YBL093C	YML051W	ROX3	GAL80 
YBL093C	YGL025C	ROX3	PGD1 
YOL009C	YOL009C	MDM12	MDM12 
YER124C	YML109W	DSE1	ZDS2 
YER124C	YER124C	DSE1	DSE1 
YER124C	YLR362W	DSE1	STE11 
YGR253C	YGR253C	PUP2	PUP2 
YGR253C	YOR362C	PUP2	PRE10 
YGR253C	YPR185W	PUP2	ATG13 
YGR253C	YPR103W	PUP2	PRE2 
YGR253C	YMR314W	PUP2	PRE5 
YGR253C	YML092C	PUP2	PRE8 
YGR253C	YOL038W	PUP2	PRE6 
YMR190C	YNL088W	SGS1	TOP2 
YMR190C	YMR190C	SGS1	SGS1 
YDL110C	YDL110C	TMA17	TMA17 
YDL110C	YOR078W	TMA17	BUD21 
YDL110C	YKL015W	TMA17	PUT3 
YNL274C	YPR152C	GOR1	URN1 
YGR135W	YNL244C	PRE9	SUI1 
YGR135W	YGR253C	PRE9	PUP2 
YGR135W	YOR362C	PRE9	PRE10 
YGR135W	YMR314W	PRE9	PRE5 
YGR135W	YML092C	PRE9	PRE8 
YGR135W	YGR135W	PRE9	PRE9 
YGR135W	YOL038W	PRE9	PRE6 
YBR011C	YIL030C	IPP1	SSM4 
YBR011C	YJR017C	IPP1	ESS1 
YBR011C	YBR011C	IPP1	IPP1 
YBR011C	YOR011W	IPP1	AUS1 
YBR011C	YPR152C	IPP1	URN1 
YBR011C	YER125W	IPP1	RSP5 
YBR110W	YPL076W	ALG1	GPI2 
YBR110W	YMR058W	ALG1	FET3 
YBR110W	YLL061W	ALG1	MMP1 
YBR110W	YLL028W	ALG1	TPO1 
YBR110W	YMR215W	ALG1	GAS3 
YBR110W	YHR133C	ALG1	NSG1 
YBR110W	YHL048W	ALG1	COS8 
YBR110W	YEL002C	ALG1	WBP1 
YBR110W	YDR307W	ALG1	YDR307W 
YBR110W	YBR110W	ALG1	ALG1 
YBR110W	YPL264C	ALG1	YPL264C 
YBR110W	YGR105W	ALG1	VMA21 
YBR110W	YGL200C	ALG1	EMP24 
YBR110W	YBR159W	ALG1	IFA38 
YBR110W	YBR290W	ALG1	BSD2 
YBR110W	YDL206W	ALG1	YDL206W 
YBR110W	YGR060W	ALG1	ERG25 
YBR110W	YKL065C	ALG1	YET1 
YBR110W	YHR142W	ALG1	CHS7 
YBR110W	YLR372W	ALG1	SUR4 
YBR110W	YPR156C	ALG1	TPO3 
YBR110W	YDL015C	ALG1	TSC13 
YBR110W	YCL027W	ALG1	FUS1 
YBR110W	YJR010CA	ALG1	SPC1 
YBR110W	YHR140W	ALG1	YHR140W 
YBR110W	YCR034W	ALG1	FEN1 
YBR110W	YHR026W	ALG1	VMA16 
YBR110W	YML123C	ALG1	PHO84 
YBR110W	YLR241W	ALG1	YLR241W 
YBR110W	YPL274W	ALG1	SAM3 
YBR110W	YEL017CA	ALG1	PMP2 
YBR110W	YEL063C	ALG1	CAN1 
YBR110W	YDR331W	ALG1	GPI8 
YGR089W	YLR086W	NNF2	SMC4 
YGR089W	YPR141C	NNF2	KAR3 
YGR089W	YOR269W	NNF2	PAC1 
YGR089W	YHL010C	NNF2	ETP1 
YGR089W	YGR089W	NNF2	NNF2 
YGR089W	YNL153C	NNF2	GIM3 
YLR450W	YMR022W	HMG2	UBC7 
YLR450W	YOL013C	HMG2	HRD1 
YLR450W	YPR154W	HMG2	PIN3 
YOR319W	YOR319W	HSH49	HSH49 
YML051W	YPL248C	GAL80	GAL4 
YML051W	YNR010W	GAL80	CSE2 
YML051W	YOR355W	GAL80	GDS1 
YML051W	YMR004W	GAL80	MVP1 
YML051W	YOL148C	GAL80	SPT20 
YML051W	YPL047W	GAL80	SGF11 
YML051W	YOR359W	GAL80	VTS1 
YML051W	YOR370C	GAL80	MRS6 
YML051W	YOR197W	GAL80	MCA1 
YML051W	YML051W	GAL80	GAL80 
YML051W	YMR223W	GAL80	UBP8 
YML051W	YOL067C	GAL80	RTG1 
YLR371W	YPR165W	ROM2	RHO1 
YDL051W	YIL030C	LHP1	SSM4 
YDL051W	YJR017C	LHP1	ESS1 
YDL051W	YFL010C	LHP1	WWM1 
YDL051W	YER125W	LHP1	RSP5 
YDL051W	YKL012W	LHP1	PRP40 
YOR061W	YOR061W	CKA2	CKA2 
YDR014WA	YDR014WA	HED1	HED1 
